tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	treatment_dc_field	measurement_sd_z	measurement_flag	measurement_csd	er_analyst_mail_names	er_citation_names	measurement_magn_moment	measurement_sd_y	magic_method_codes	measurement_temp	treatment_temp	measurement_sd_x	measurement_standard	measurement_positions	measurement_dec	measurement_inc	magic_software_packages	treatment_dc_field_theta	measurement_description	magic_instrument_codes	treatment_dc_field_phi	treatment_ac_field
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	11	0	8.90e-10	g	2.3		This study	1.64e-07	3.62e-09	LT-T-Z:LP-DIR-T	273	723.0	5.48e-09		1	049.9	-61.0	pmagpy-3.2.1			hargrave 2014-11-10 12:53:05		0
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	12	0	5.24e-10	g	1.7		This study	1.52e-07	2.88e-09	LT-T-Z:LP-DIR-T	273	748.0	3.62e-09		1	053.3	-63.2	pmagpy-3.2.1			hargrave 2014-11-10 22:11:56		0
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	13	0	1.20e-09	g	2.7		This study	1.41e-07	3.57e-09	LT-T-Z:LP-DIR-T	273	773.0	5.59e-09		1	059.3	-64.0	pmagpy-3.2.1			hargrave 2014-11-13 11:46:05		0
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	14	0	5.73e-10	g	1.7		This study	1.33e-07	1.35e-09	LT-T-Z:LP-DIR-T	273	788.0	3.75e-09		1	064.8	-65.4	pmagpy-3.2.1			hargrave 2014-11-17 17:26:46		0
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	15	0	6.38e-10	g	0.5		This study	1.29e-07	8.48e-10	LT-T-Z:LP-DIR-T	273	803.0	9.51e-10		1	065.5	-66.0	pmagpy-3.2.1			hargrave 2014-11-24 18:17:16		0
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	16	0	7.35e-10	g	0.5		This study	1.28e-07	7.81e-10	LT-T-Z:LP-DIR-T	273	818.0	1.06e-09		1	069.9	-66.2	pmagpy-3.2.1			hargrave 2014-12-01 16:59:18		0
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	17	0	8.68e-10	g	0.6		This study	1.23e-07	1.01e-09	LT-T-Z:LP-DIR-T	273	823.0	9.19e-10		1	069.3	-66.0	pmagpy-3.2.1			hargrave 2014-12-02 00:45:16		0
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	18	0	1.06e-09	g	0.8		This study	1.18e-07	9.15e-10	LT-T-Z:LP-DIR-T	273	828.0	1.51e-09		1	075.0	-66.3	pmagpy-3.2.1			hargrave 2014-12-05 13:40:46		0
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	19	0	2.61e-10	g	0.7		This study	1.14e-07	8.36e-10	LT-T-Z:LP-DIR-T	273	833.0	1.26e-09		1	072.8	-66.7	pmagpy-3.2.1			hargrave 2014-12-06 11:57:52		0
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	20	0	5.56e-10	g	0.6		This study	1.10e-07	6.62e-10	LT-T-Z:LP-DIR-T	273	838.0	1.12e-09		1	080.1	-66.9	pmagpy-3.2.1			hargrave 2014-12-08 15:18:37		0
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	21	0	7.95e-10	g	0.8		This study	1.08e-07	7.31e-10	LT-T-Z:LP-DIR-T	273	843.0	1.35e-09		1	078.7	-66.2	pmagpy-3.2.1			hargrave 2014-12-08 22:11:29		0
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	22	0	5.65e-10	g	1.4		This study	1.05e-07	1.00e-09	LT-T-Z:LP-DIR-T	273	846.0	2.28e-09		1	084.0	-67.5	pmagpy-3.2.1			hargrave 2015-01-12 11:02:24		0
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	23	0	5.64e-10	g	1.5		This study	1.03e-07	1.08e-09	LT-T-Z:LP-DIR-T	273	849.0	2.54e-09		1	081.2	-66.7	pmagpy-3.2.1			hargrave 2015-01-14 14:20:25		0
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	24	0	7.59e-10	g	1.4		This study	1.01e-07	1.24e-09	LT-T-Z:LP-DIR-T	273	852.0	2.21e-09		1	085.7	-67.4	pmagpy-3.2.1			hargrave 2015-01-15 14:35:19		0
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	25	0	7.00e-10	g	1.6		This study	1.02e-07	6.58e-10	LT-T-Z:LP-DIR-T	273	855.0	2.74e-09		1	089.6	-67.5	pmagpy-3.2.1			hargrave 2015-01-18 12:57:56		0
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	26	0	6.51e-10	g	0.7		This study	9.91e-08	7.64e-10	LT-T-Z:LP-DIR-T	273	858.0	1.06e-09		1	087.5	-66.4	pmagpy-3.2.1			hargrave 2015-01-20 12:16:30		0
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	27	0	5.05e-10	g	1.0		This study	9.79e-08	1.22e-09	LT-T-Z:LP-DIR-T	273	863.0	1.42e-09		1	088.4	-67.4	pmagpy-3.2.1			hargrave 2015-02-10 17:23:31		0
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	28	0	4.10e-10	g	1.0		This study	9.37e-08	1.22e-09	LT-T-Z:LP-DIR-T	273	883.0	1.19e-09		1	094.8	-67.9	pmagpy-3.2.1			hargrave 2015-02-11 17:21:10		0
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	29	0	5.94e-10	g	0.9		This study	8.44e-08	1.15e-09	LT-T-Z:LP-DIR-T	273	903.0	9.09e-10		1	102.3	-67.2	pmagpy-3.2.1			hargrave 2015-02-12 15:33:34		0
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	30	0	5.27e-10	g	1.0		This study	7.68e-08	6.64e-10	LT-T-Z:LP-DIR-T	273	923.0	1.16e-09		1	108.1	-66.6	pmagpy-3.2.1			hargrave 2015-02-13 17:49:53		0
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	31	0	3.30e-10	g	0.8		This study	6.02e-08	5.40e-10	LT-T-Z:LP-DIR-T	273	933.0	7.58e-10		1	106.8	-65.7	pmagpy-3.2.1			hargrave 2015-02-17 11:25:45		0
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	32	0	2.09e-10	g	1.3		This study	2.82e-08	3.79e-10	LT-T-Z:LP-DIR-T	273	943.0	5.19e-10		1	104.4	-66.1	pmagpy-3.2.1			hargrave 2015-02-18 09:43:40		0
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	33	0	6.39e-11	g	1.4		This study	4.99e-09	6.41e-11	LT-T-Z:LP-DIR-T	273	953.0	9.64e-11		1	113.9	-55.4	pmagpy-3.2.1			hargrave 2015-02-19 12:52:13		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	1	0	9.82e-09	g	2.6		This study	1.12e-06	4.00e-08	LT-NO:LP-DIR-T	273	273	3.14e-08		1	46.5	-50.4	pmagpy-3.2.1					0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	2	0	1.09e-08	g	2.0		This study	1.16e-06	3.25e-08	LT-LT-Z:LP-DIR-T	273	77	2.20e-08		1	46.3	-50.9	pmagpy-3.2.1					0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	3	0	1.11e-08	g	1.0		This study	1.33e-06	1.88e-08	LT-T-Z:LP-DIR-T	273	373.0	8.96e-09		1	44.8	-51.6	pmagpy-3.2.1					0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	4	0	9.49e-09	g	2.6		This study	1.16e-06	4.26e-08	LT-T-Z:LP-DIR-T	273	423.0	2.83e-08		1	043.8	-51.8	pmagpy-3.2.1			hargrave 2014-10-22 15:54:56		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	5	0	7.43e-09	g	1.9		This study	1.05e-06	2.78e-08	LT-T-Z:LP-DIR-T	273	473.0	1.89e-08		1	043.6	-51.0	pmagpy-3.2.1			hargrave 2014-10-27 16:21:23		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	6	0	6.48e-09	g	3.7		This study	7.52e-07	3.76e-08	LT-T-Z:LP-DIR-T	273	523.0	3.14e-08		1	045.6	-51.0	pmagpy-3.2.1			hargrave 2014-10-28 13:44:04		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	7	0	3.34e-09	g	2.5		This study	4.57e-07	1.47e-08	LT-T-Z:LP-DIR-T	273	573.0	1.28e-08		1	050.3	-50.2	pmagpy-3.2.1			hargrave 2014-10-28 20:41:45		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	8	0	1.26e-09	g	2.4		This study	2.19e-07	6.53e-09	LT-T-Z:LP-DIR-T	273	623.0	6.51e-09		1	051.3	-48.8	pmagpy-3.2.1			hargrave 2014-10-29 20:54:34		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	9	0	1.13e-09	g	2.5		This study	1.67e-07	4.98e-09	LT-T-Z:LP-DIR-T	273	673.0	5.32e-09		1	053.2	-48.1	pmagpy-3.2.1			hargrave 2014-11-03 17:14:38		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	10	0	7.89e-10	g	0.8		This study	1.38e-07	1.53e-09	LT-T-Z:LP-DIR-T	273	698.0	1.25e-09		1	053.9	-47.3	pmagpy-3.2.1			hargrave 2014-11-04 12:05:10		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	11	0	7.35e-10	g	1.7		This study	1.18e-07	2.76e-09	LT-T-Z:LP-DIR-T	273	723.0	2.22e-09		1	057.1	-45.6	pmagpy-3.2.1			hargrave 2014-11-10 12:54:47		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	12	0	9.36e-10	g	1.9		This study	9.94e-08	2.36e-09	LT-T-Z:LP-DIR-T	273	748.0	2.09e-09		1	059.6	-42.6	pmagpy-3.2.1			hargrave 2014-11-10 22:13:28		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	13	0	8.86e-10	g	3.4		This study	8.35e-08	2.99e-09	LT-T-Z:LP-DIR-T	273	773.0	3.95e-09		1	065.7	-40.9	pmagpy-3.2.1			hargrave 2014-11-13 11:47:43		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	14	0	5.83e-10	g	3.0		This study	7.25e-08	1.73e-09	LT-T-Z:LP-DIR-T	273	788.0	3.33e-09		1	067.1	-38.7	pmagpy-3.2.1			hargrave 2014-11-17 17:28:20		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	15	0	5.21e-10	g	0.7		This study	6.70e-08	3.52e-10	LT-T-Z:LP-DIR-T	273	803.0	6.35e-10		1	068.7	-37.4	pmagpy-3.2.1			hargrave 2014-11-24 18:19:01		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	16	0	4.84e-10	g	0.5		This study	6.56e-08	3.27e-10	LT-T-Z:LP-DIR-T	273	818.0	4.17e-10		1	069.2	-36.7	pmagpy-3.2.1			hargrave 2014-12-01 17:00:52		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	17	0	4.23e-10	g	1.5		This study	6.27e-08	3.20e-10	LT-T-Z:LP-DIR-T	273	823.0	1.61e-09		1	070.3	-35.7	pmagpy-3.2.1			hargrave 2014-12-02 00:46:50		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	18	0	4.07e-10	g	0.9		This study	5.59e-08	6.07e-10	LT-T-Z:LP-DIR-T	273	828.0	6.98e-10		1	073.5	-33.0	pmagpy-3.2.1			hargrave 2014-12-05 13:42:16		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	19	0	3.89e-10	g	1.3		This study	5.14e-08	2.40e-10	LT-T-Z:LP-DIR-T	273	833.0	1.15e-09		1	075.5	-33.1	pmagpy-3.2.1			hargrave 2014-12-06 11:59:31		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	20	0	3.15e-10	g	0.7		This study	4.91e-08	1.65e-10	LT-T-Z:LP-DIR-T	273	838.0	5.60e-10		1	072.8	-32.9	pmagpy-3.2.1			hargrave 2014-12-08 15:20:12		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	21	0	2.57e-10	g	1.0		This study	4.54e-08	2.71e-10	LT-T-Z:LP-DIR-T	273	843.0	7.54e-10		1	074.5	-34.0	pmagpy-3.2.1			hargrave 2014-12-08 22:13:06		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	22	0	3.74e-10	g	1.5		This study	4.43e-08	3.39e-10	LT-T-Z:LP-DIR-T	273	846.0	1.14e-09		1	078.8	-32.9	pmagpy-3.2.1			hargrave 2015-01-12 11:03:59		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	23	0	2.92e-10	g	0.8		This study	4.29e-08	2.38e-10	LT-T-Z:LP-DIR-T	273	849.0	5.72e-10		1	076.7	-32.8	pmagpy-3.2.1			hargrave 2015-01-14 14:21:59		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	24	0	2.36e-10	g	1.5		This study	4.17e-08	2.78e-10	LT-T-Z:LP-DIR-T	273	852.0	1.05e-09		1	077.3	-32.4	pmagpy-3.2.1			hargrave 2015-01-15 14:36:53		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	25	0	3.76e-10	g	3.4		This study	4.07e-08	5.23e-10	LT-T-Z:LP-DIR-T	273	855.0	2.34e-09		1	080.0	-31.8	pmagpy-3.2.1			hargrave 2015-01-18 12:59:19		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	26	0	3.20e-10	g	1.0		This study	3.86e-08	4.01e-10	LT-T-Z:LP-DIR-T	273	858.0	5.81e-10		1	079.6	-31.2	pmagpy-3.2.1			hargrave 2015-01-20 12:17:56		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	27	0	1.58e-10	g	4.5		This study	3.77e-08	7.32e-10	LT-T-Z:LP-DIR-T	273	863.0	2.90e-09		1	078.9	-30.8	pmagpy-3.2.1			hargrave 2015-02-10 17:25:23		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	28	0	2.06e-10	g	1.1		This study	3.17e-08	3.69e-10	LT-T-Z:LP-DIR-T	273	883.0	5.51e-10		1	084.8	-27.2	pmagpy-3.2.1			hargrave 2015-02-11 17:23:32		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	29	0	2.97e-10	g	1.3		This study	2.74e-08	2.18e-10	LT-T-Z:LP-DIR-T	273	903.0	5.27e-10		1	089.5	-20.5	pmagpy-3.2.1			hargrave 2015-02-12 15:35:25		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	30	0	3.72e-10	g	1.4		This study	2.51e-08	5.53e-10	LT-T-Z:LP-DIR-T	273	923.0	4.37e-10		1	091.4	-19.7	pmagpy-3.2.1			hargrave 2015-02-13 17:51:30		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	31	0	2.26e-10	g	1.8		This study	2.19e-08	3.33e-10	LT-T-Z:LP-DIR-T	273	933.0	6.58e-10		1	094.7	-18.5	pmagpy-3.2.1			hargrave 2015-02-17 11:27:15		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	32	0	2.69e-10	g	1.9		This study	1.42e-08	2.31e-10	LT-T-Z:LP-DIR-T	273	943.0	3.92e-10		1	088.9	-20.2	pmagpy-3.2.1			hargrave 2015-02-18 09:45:10		0
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	33	0	2.48e-11	g	2.0		This study	3.86e-09	7.04e-11	LT-T-Z:LP-DIR-T	273	953.0	1.27e-10		1	086.8	-28.3	pmagpy-3.2.1			hargrave 2015-02-19 12:53:47		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	1	0	6.25e-09	g	0.8		This study	1.20e-06	1.04e-08	LT-NO:LP-DIR-T	273	273	1.31e-08		1	200.8	-72.0	pmagpy-3.2.1					0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	2	0	7.00e-09	g	0.8		This study	1.24e-06	6.09e-09	LT-LT-Z:LP-DIR-T	273	77	1.64e-08		1	204.4	-71.7	pmagpy-3.2.1					0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	3	0	9.78e-09	g	1.4		This study	1.41e-06	1.53e-08	LT-T-Z:LP-DIR-T	273	373.0	2.89e-08		1	204.2	-71.4	pmagpy-3.2.1					0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	4	0	4.70e-09	g	0.8		This study	1.20e-06	6.67e-09	LT-T-Z:LP-DIR-T	273	423.0	1.59e-08		1	203.4	-71.2	pmagpy-3.2.1			hargrave 2014-10-22 15:56:39		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	5	0	5.22e-09	g	0.8		This study	1.09e-06	6.07e-09	LT-T-Z:LP-DIR-T	273	473.0	1.43e-08		1	204.3	-71.6	pmagpy-3.2.1			hargrave 2014-10-27 16:23:12		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	6	0	4.05e-09	g	1.9		This study	8.29e-07	2.68e-08	LT-T-Z:LP-DIR-T	273	523.0	3.76e-09		1	206.4	-70.9	pmagpy-3.2.1			hargrave 2014-10-28 13:46:02		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	7	0	1.42e-09	g	0.6		This study	4.91e-07	4.95e-09	LT-T-Z:LP-DIR-T	273	573.0	1.91e-09		1	216.7	-71.1	pmagpy-3.2.1			hargrave 2014-10-28 20:43:28		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	8	0	6.53e-10	g	0.5		This study	2.37e-07	1.44e-09	LT-T-Z:LP-DIR-T	273	623.0	1.74e-09		1	220.4	-70.3	pmagpy-3.2.1			hargrave 2014-10-29 20:56:10		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	9	0	4.59e-10	g	0.4		This study	1.75e-07	9.03e-10	LT-T-Z:LP-DIR-T	273	673.0	1.13e-09		1	223.1	-69.3	pmagpy-3.2.1			hargrave 2014-11-03 17:16:16		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	10	0	4.77e-10	g	0.5		This study	1.47e-07	1.14e-09	LT-T-Z:LP-DIR-T	273	698.0	6.97e-10		1	226.1	-67.9	pmagpy-3.2.1			hargrave 2014-11-04 12:06:45		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	11	0	6.52e-10	g	0.4		This study	1.27e-07	6.21e-10	LT-T-Z:LP-DIR-T	273	723.0	6.41e-10		1	232.2	-67.4	pmagpy-3.2.1			hargrave 2014-11-10 12:56:31		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	12	0	9.05e-10	g	1.6		This study	1.08e-07	5.24e-10	LT-T-Z:LP-DIR-T	273	748.0	2.75e-09		1	237.0	-66.4	pmagpy-3.2.1			hargrave 2014-11-10 22:15:06		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	13	0	1.10e-09	g	2.9		This study	9.09e-08	7.52e-10	LT-T-Z:LP-DIR-T	273	773.0	4.51e-09		1	239.9	-66.3	pmagpy-3.2.1			hargrave 2014-11-13 11:49:17		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	14	0	5.60e-10	g	1.9		This study	7.92e-08	5.09e-10	LT-T-Z:LP-DIR-T	273	788.0	2.47e-09		1	241.3	-63.3	pmagpy-3.2.1			hargrave 2014-11-17 17:29:58		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	15	0	4.71e-10	g	1.3		This study	7.32e-08	1.38e-09	LT-T-Z:LP-DIR-T	273	803.0	7.70e-10		1	243.8	-62.2	pmagpy-3.2.1			hargrave 2014-11-24 18:20:46		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	16	0	7.77e-10	g	1.2		This study	7.02e-08	1.03e-09	LT-T-Z:LP-DIR-T	273	818.0	6.63e-10		1	246.2	-60.5	pmagpy-3.2.1			hargrave 2014-12-01 17:02:30		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	17	0	7.28e-10	g	1.3		This study	6.62e-08	6.15e-10	LT-T-Z:LP-DIR-T	273	823.0	1.21e-09		1	243.9	-60.8	pmagpy-3.2.1			hargrave 2014-12-02 00:48:29		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	18	0	5.85e-10	g	1.6		This study	5.84e-08	4.57e-10	LT-T-Z:LP-DIR-T	273	828.0	1.46e-09		1	249.4	-59.4	pmagpy-3.2.1			hargrave 2014-12-05 13:44:45		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	19	0	5.62e-10	g	1.0		This study	5.23e-08	7.19e-10	LT-T-Z:LP-DIR-T	273	833.0	3.22e-10		1	250.2	-58.2	pmagpy-3.2.1			hargrave 2014-12-06 12:02:05		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	20	0	7.35e-10	g	1.3		This study	4.87e-08	7.20e-10	LT-T-Z:LP-DIR-T	273	838.0	4.54e-10		1	253.2	-57.9	pmagpy-3.2.1			hargrave 2014-12-08 15:22:41		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	21	0	7.55e-10	g	1.4		This study	4.64e-08	7.83e-10	LT-T-Z:LP-DIR-T	273	843.0	3.61e-10		1	254.6	-57.3	pmagpy-3.2.1			hargrave 2014-12-08 22:14:48		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	22	0	6.24e-10	g	3.2		This study	4.28e-08	4.78e-10	LT-T-Z:LP-DIR-T	273	846.0	2.27e-09		1	256.1	-55.6	pmagpy-3.2.1			hargrave 2015-01-12 11:05:30		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	23	0	5.87e-10	g	1.4		This study	4.12e-08	5.21e-10	LT-T-Z:LP-DIR-T	273	849.0	7.39e-10		1	254.4	-56.1	pmagpy-3.2.1			hargrave 2015-01-14 14:23:37		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	24	0	6.97e-10	g	2.0		This study	3.81e-08	5.00e-10	LT-T-Z:LP-DIR-T	273	852.0	1.04e-09		1	252.7	-56.3	pmagpy-3.2.1			hargrave 2015-01-15 14:38:32		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	25	0	3.84e-10	g	2.2		This study	3.78e-08	7.83e-10	LT-T-Z:LP-DIR-T	273	855.0	1.22e-09		1	258.8	-55.3	pmagpy-3.2.1			hargrave 2015-01-18 13:00:44		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	26	0	2.67e-10	g	2.5		This study	3.42e-08	5.92e-10	LT-T-Z:LP-DIR-T	273	858.0	1.36e-09		1	260.1	-56.0	pmagpy-3.2.1			hargrave 2015-01-20 12:19:24		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	27	0	5.78e-10	g	1.7		This study	3.33e-08	6.74e-10	LT-T-Z:LP-DIR-T	273	863.0	5.62e-10		1	257.0	-56.2	pmagpy-3.2.1			hargrave 2015-02-10 17:27:18		0
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	28	0	6.94e-10	g	1.9		This study	2.76e-08	6.02e-10	LT-T-Z:LP-DIR-T	273	883.0	2.98e-10		1	264.3	-49.2	pmagpy-3.2.1			hargrave 2015-02-11 17:25:27		0
